"human","mouse","support_n","method","set_name","in_object"
"MTERF4","Mterf4",12,"babelgene","Combined_R",TRUE
"MTHFD2","Mthfd2",12,"babelgene","Combined_R",TRUE
"MTMR6","Mtmr6",12,"babelgene","Combined_R",TRUE
"MTSS1","Mtss1",12,"babelgene","Combined_R",TRUE
"MVP","Mvp",11,"babelgene","Combined_R",TRUE
"MX1","Mx2",7,"babelgene","Combined_R",TRUE
"MYADM","Myadm",12,"babelgene","Combined_R",TRUE
"MYDGF","Mydgf",12,"babelgene","Combined_R",TRUE
"MYL12A","Myl12a",6,"babelgene","Combined_R",TRUE
"MYLIP","Mylip",12,"babelgene","Combined_R",TRUE
"MYO1F","Myo1f",10,"babelgene","Combined_R",TRUE
"MZT2B","Mzt2",7,"babelgene","Combined_R",TRUE
"N4BP2L2","N4bp2l2",8,"babelgene","Combined_R",TRUE
"NAA20","Naa20",12,"babelgene","Combined_R",TRUE
"NAA38","Naa38",11,"babelgene","Combined_R",TRUE
"NAA50","Naa50",12,"babelgene","Combined_R",TRUE
"NAB1","Nab1",11,"babelgene","Combined_R",TRUE
"NACA","Naca",10,"babelgene","Combined_R",TRUE
"NAGK","Nagk",12,"babelgene","Combined_R",TRUE
"NAMPT","Nampt",12,"babelgene","Combined_R",TRUE
"NANOS1","Nanos1",12,"babelgene","Combined_R",TRUE
"NAP1L1","Nap1l1",10,"babelgene","Combined_R",TRUE
"NAP1L4","Nap1l4",12,"babelgene","Combined_R",TRUE
"NAPA","Napa",12,"babelgene","Combined_R",TRUE
"NAT8B","Nat8",5,"babelgene","Combined_R",FALSE
"NBEAL1","Nbeal1",11,"babelgene","Combined_R",TRUE
"NBL1","Nbl1",12,"babelgene","Combined_R",TRUE
"NBR1","Nbr1",11,"babelgene","Combined_R",TRUE
"NCDN","Ncdn",12,"babelgene","Combined_R",TRUE
"NCF4","Ncf4",8,"babelgene","Combined_R",TRUE
"NDEL1","Ndel1",12,"babelgene","Combined_R",TRUE
"NDUFA1","Ndufa1",12,"babelgene","Combined_R",TRUE
"NDUFA12","Ndufa12",10,"babelgene","Combined_R",TRUE
"NDUFA2","Ndufa2",12,"babelgene","Combined_R",TRUE
"NDUFA3","Ndufa3",12,"babelgene","Combined_R",TRUE
"NDUFA4","Ndufa4",11,"babelgene","Combined_R",TRUE
"NDUFA5","Ndufa5",12,"babelgene","Combined_R",TRUE
"NDUFA6","Ndufa6",12,"babelgene","Combined_R",TRUE
"NDUFA8","Ndufa8",12,"babelgene","Combined_R",TRUE
"NDUFAB1","Ndufab1",12,"babelgene","Combined_R",TRUE
"NDUFAF3","Ndufaf3",11,"babelgene","Combined_R",TRUE
"NDUFB1","Ndufb1",5,"babelgene","Combined_R",TRUE
"NDUFB2","Ndufb2",12,"babelgene","Combined_R",TRUE
"NDUFB3","Ndufb3",11,"babelgene","Combined_R",TRUE
"NDUFB4","Ndufb4",12,"babelgene","Combined_R",TRUE
"NDUFB7","Ndufb7",11,"babelgene","Combined_R",TRUE
"NDUFB9","Ndufb9",12,"babelgene","Combined_R",TRUE
"NDUFC1","Ndufc1",12,"babelgene","Combined_R",TRUE
"NDUFS2","Ndufs2",12,"babelgene","Combined_R",TRUE
"NDUFS3","Ndufs3",12,"babelgene","Combined_R",TRUE
"NDUFS6","Ndufs6",12,"babelgene","Combined_R",TRUE
"NDUFV2","Ndufv2",12,"babelgene","Combined_R",TRUE
"NECAP2","Necap2",11,"babelgene","Combined_R",TRUE
"NEDD8","Nedd8",12,"babelgene","Combined_R",TRUE
"NELFCD","Nelfcd",11,"babelgene","Combined_R",TRUE
"NELFE","Nelfe",12,"babelgene","Combined_R",TRUE
"NELL2","Nell2",11,"babelgene","Combined_R",TRUE
"NEMF","Nemf",12,"babelgene","Combined_R",TRUE
"NEU1","Neu1",12,"babelgene","Combined_R",TRUE
"NFATC3","Nfatc3",12,"babelgene","Combined_R",TRUE
"NFE2L2","Nfe2l2",11,"babelgene","Combined_R",TRUE
"NFKB1","Nfkb1",11,"babelgene","Combined_R",TRUE
"NFKB2","Nfkb2",12,"babelgene","Combined_R",TRUE
"NFKBIA","Nfkbia",12,"babelgene","Combined_R",TRUE
"NFKBIZ","Nfkbiz",12,"babelgene","Combined_R",TRUE
"NFU1","Nfu1",12,"babelgene","Combined_R",TRUE
"NGDN","Ngdn",12,"babelgene","Combined_R",TRUE
"NGRN","Ngrn",11,"babelgene","Combined_R",TRUE
"NHP2","Nhp2",12,"babelgene","Combined_R",TRUE
"NHSL2","Nhsl2",10,"babelgene","Combined_R",TRUE
"NINJ1","Ninj1",12,"babelgene","Combined_R",TRUE
"NINJ2","Ninj2",12,"babelgene","Combined_R",TRUE
"NKAP","Nkap",11,"babelgene","Combined_R",TRUE
"NKG7","Nkg7",12,"babelgene","Combined_R",TRUE
"NLGN1","Nlgn1",12,"babelgene","Combined_R",TRUE
"NMT2","Nmt2",12,"babelgene","Combined_R",TRUE
"NOB1","Nob1",12,"babelgene","Combined_R",TRUE
"NOC2L","Noc2l",11,"babelgene","Combined_R",TRUE
"NOL7","Nol7",12,"babelgene","Combined_R",TRUE
"NOL8","Nol8",12,"babelgene","Combined_R",TRUE
"NOP10","Nop10",11,"babelgene","Combined_R",TRUE
"NOP58","Nop58",12,"babelgene","Combined_R",TRUE
"NOSIP","Nosip",10,"babelgene","Combined_R",TRUE
"NR1D2","Nr1d2",12,"babelgene","Combined_R",TRUE
"NR1H2","Nr1h2",12,"babelgene","Combined_R",TRUE
"NR3C1","Nr3c1",11,"babelgene","Combined_R",TRUE
"NR4A1","Nr4a1",12,"babelgene","Combined_R",TRUE
"NR4A2","Nr4a2",12,"babelgene","Combined_R",TRUE
"NR4A3","Nr4a3",12,"babelgene","Combined_R",TRUE
"NRBF2","Nrbf2",11,"babelgene","Combined_R",TRUE
"NRG3","Nrg3",11,"babelgene","Combined_R",TRUE
"NSFL1C","Nsfl1c",11,"babelgene","Combined_R",TRUE
"NSMCE3","Nsmce3",10,"babelgene","Combined_R",TRUE
"NSUN6","Nsun6",12,"babelgene","Combined_R",TRUE
"NUAK2","Nuak2",12,"babelgene","Combined_R",TRUE
"NUCKS1","Nucks1",11,"babelgene","Combined_R",TRUE
"NUDC","Nudc",12,"babelgene","Combined_R",TRUE
"NUDCD2","Nudcd2",12,"babelgene","Combined_R",TRUE
"NUDT16L1","Nudt16l1",11,"babelgene","Combined_R",TRUE
"NUDT21","Nudt21",12,"babelgene","Combined_R",TRUE
"NUP98","Nup98",12,"babelgene","Combined_R",TRUE
"NUTF2","Nutf2",11,"babelgene","Combined_R",TRUE
"NXT1","Nxt1",12,"babelgene","Combined_R",TRUE
"OAS1","Oas1a",8,"babelgene","Combined_R",TRUE
"OASL","Oasl1",11,"babelgene","Combined_R",TRUE
"ODC1","Odc1",11,"babelgene","Combined_R",TRUE
"ODF2L","Odf2l",12,"babelgene","Combined_R",TRUE
"OGFR","Ogfr",12,"babelgene","Combined_R",TRUE
"OLFM2","Olfm2",11,"babelgene","Combined_R",TRUE
"OPRK1","Oprk1",12,"babelgene","Combined_R",FALSE
"OR5A1","Or5a1",10,"babelgene","Combined_R",FALSE
"OR5D18","Or5d18",7,"babelgene","Combined_R",TRUE
"OS9","Os9",12,"babelgene","Combined_R",TRUE
"OSM","Osm",11,"babelgene","Combined_R",TRUE
"OST4","Ost4",8,"babelgene","Combined_R",TRUE
"OSTC","Ostc",11,"babelgene","Combined_R",TRUE
"OTUB1","Otub1",10,"babelgene","Combined_R",TRUE
"OTUD7A","Otud7a",12,"babelgene","Combined_R",TRUE
"OVCA2","Ovca2",11,"babelgene","Combined_R",TRUE
"OVCH2","Ovch2",11,"babelgene","Combined_R",FALSE
"OXCT1","Oxct1",12,"babelgene","Combined_R",TRUE
"P2RX4","P2rx4",12,"babelgene","Combined_R",TRUE
"P2RY10","P2ry10",12,"babelgene","Combined_R",TRUE
"P4HB","P4hb",11,"babelgene","Combined_R",TRUE
"PACSIN2","Pacsin2",12,"babelgene","Combined_R",TRUE
"PADI1","Padi1",12,"babelgene","Combined_R",TRUE
"PAF1","Paf1",11,"babelgene","Combined_R",TRUE
"PAK2","Pak2",12,"babelgene","Combined_R",TRUE
"PARK7","Park7",12,"babelgene","Combined_R",TRUE
"PARP8","Parp8",11,"babelgene","Combined_R",TRUE
"PARVG","Parvg",11,"babelgene","Combined_R",TRUE
"PBXIP1","Pbxip1",12,"babelgene","Combined_R",TRUE
"PCBD1","Pcbd1",12,"babelgene","Combined_R",FALSE
"PCBP1","Pcbp1",12,"babelgene","Combined_R",TRUE
"PCDH20","Pcdh20",11,"babelgene","Combined_R",FALSE
"PCNP","Pcnp",11,"babelgene","Combined_R",TRUE
"PDCD1","Pdcd1",12,"babelgene","Combined_R",TRUE
"PDCD10","Pdcd10",12,"babelgene","Combined_R",TRUE
"PDCD2","Pdcd2",12,"babelgene","Combined_R",TRUE
"PDCD4","Pdcd4",12,"babelgene","Combined_R",TRUE
"PDCD5","Pdcd5",11,"babelgene","Combined_R",TRUE
"PDCD6","Pdcd6",12,"babelgene","Combined_R",TRUE
"PDE3B","Pde3b",11,"babelgene","Combined_R",TRUE
"PDE4A","Pde4a",10,"babelgene","Combined_R",TRUE
"PDE4B","Pde4b",11,"babelgene","Combined_R",TRUE
"PDE4D","Pde4d",10,"babelgene","Combined_R",TRUE
"PDE4DIP","Pde4dip",9,"babelgene","Combined_R",TRUE
"PDE6G","Pde6g",11,"babelgene","Combined_R",TRUE
"PDGFRA","Pdgfra",12,"babelgene","Combined_R",TRUE
"PDGFRB","Pdgfrb",12,"babelgene","Combined_R",TRUE
"PDHB","Pdhb",12,"babelgene","Combined_R",TRUE
"PDIA4","Pdia4",12,"babelgene","Combined_R",TRUE
"PDIA6","Pdia6",12,"babelgene","Combined_R",TRUE
"PDLIM4","Pdlim4",11,"babelgene","Combined_R",TRUE
"PEBP1","Pebp1",8,"babelgene","Combined_R",TRUE
"PECAM1","Pecam1",11,"babelgene","Combined_R",TRUE
"PEF1","Pef1",12,"babelgene","Combined_R",TRUE
"PELI1","Peli1",12,"babelgene","Combined_R",TRUE
"PER1","Per1",11,"babelgene","Combined_R",TRUE
"PET100","Pet100",10,"babelgene","Combined_R",TRUE
"PFDN1","Pfdn1",12,"babelgene","Combined_R",TRUE
"PFDN5","Pfdn5",11,"babelgene","Combined_R",TRUE
"PFKFB3","Pfkfb3",11,"babelgene","Combined_R",TRUE
"PGAM1","Pgam1",11,"babelgene","Combined_R",TRUE
"PGK1","Pgk1",11,"babelgene","Combined_R",TRUE
"PHACTR2","Phactr2",10,"babelgene","Combined_R",TRUE
"PHAX","Phax",12,"babelgene","Combined_R",TRUE
"PHF1","Phf1",12,"babelgene","Combined_R",TRUE
"PHF5A","Phf5a",12,"babelgene","Combined_R",TRUE
"PHLDA1","Phlda1",12,"babelgene","Combined_R",TRUE
"PHPT1","Phpt1",12,"babelgene","Combined_R",TRUE
"PIGT","Pigt",12,"babelgene","Combined_R",TRUE
"PIGX","Pigx",12,"babelgene","Combined_R",TRUE
"PIK3AP1","Pik3ap1",12,"babelgene","Combined_R",TRUE
"PIK3R1","Pik3r1",11,"babelgene","Combined_R",TRUE
"PIM1","Pim1",12,"babelgene","Combined_R",TRUE
"PIM2","Pim2",12,"babelgene","Combined_R",TRUE
"PIM3","Pim3",12,"babelgene","Combined_R",TRUE
"PITPNB","Pitpnb",12,"babelgene","Combined_R",TRUE
"PITPNC1","Pitpnc1",9,"babelgene","Combined_R",TRUE
"PLAC8","Plac8",11,"babelgene","Combined_R",TRUE
"PLCL2","Plcl2",11,"babelgene","Combined_R",TRUE
"PLEK","Plek",12,"babelgene","Combined_R",TRUE
"PLEKHA2","Plekha2",11,"babelgene","Combined_R",TRUE
"PLIN2","Plin2",11,"babelgene","Combined_R",TRUE
"PLK3","Plk3",12,"babelgene","Combined_R",TRUE
"PLPP1","Plpp1",11,"babelgene","Combined_R",TRUE
"PLPP5","Plpp5",11,"babelgene","Combined_R",TRUE
"PLSCR1","Plscr1",8,"babelgene","Combined_R",TRUE
"PLXDC2","Plxdc2",12,"babelgene","Combined_R",TRUE
"PLXNA4","Plxna4",11,"babelgene","Combined_R",TRUE
"PMAIP1","Pmaip1",6,"babelgene","Combined_R",TRUE
"PMEPA1","Pmepa1",11,"babelgene","Combined_R",TRUE
"PNISR","Pnisr",12,"babelgene","Combined_R",TRUE
"PNP","Pnp2",11,"babelgene","Combined_R",TRUE
"PNPLA2","Pnpla2",12,"babelgene","Combined_R",TRUE
"PNPLA8","Pnpla8",12,"babelgene","Combined_R",TRUE
"PNRC2","Pnrc2",11,"babelgene","Combined_R",TRUE
"POLR1D","Polr1d",11,"babelgene","Combined_R",TRUE
"POLR2A","Polr2a",10,"babelgene","Combined_R",TRUE
"POLR2C","Polr2c",12,"babelgene","Combined_R",TRUE
"POLR2E","Polr2e",12,"babelgene","Combined_R",TRUE
"POLR2F","Polr2f",12,"babelgene","Combined_R",TRUE
"POLR2I","Polr2i",12,"babelgene","Combined_R",TRUE
"POLR2J","Polr2j",11,"babelgene","Combined_R",TRUE
"POLR2K","Polr2k",12,"babelgene","Combined_R",TRUE
"POLR2L","Polr2l",12,"babelgene","Combined_R",TRUE
"POMP","Pomp",12,"babelgene","Combined_R",TRUE
"PON2","Pon2",12,"babelgene","Combined_R",TRUE
"POPDC2","Popdc2",11,"babelgene","Combined_R",TRUE
"POR","Por",12,"babelgene","Combined_R",TRUE
"PPCDC","Ppcdc",12,"babelgene","Combined_R",TRUE
"PPCS","Ppcs",11,"babelgene","Combined_R",TRUE
"PPFIBP2","Ppfibp2",12,"babelgene","Combined_R",TRUE
"PPIB","Ppib",12,"babelgene","Combined_R",TRUE
"PPID","Ppid",12,"babelgene","Combined_R",TRUE
"PPM1G","Ppm1g",12,"babelgene","Combined_R",TRUE
"PPP1CA","Ppp1ca",12,"babelgene","Combined_R",TRUE
"PPP1CB","Ppp1cb",12,"babelgene","Combined_R",TRUE
"PPP1R11","Ppp1r11",11,"babelgene","Combined_R",TRUE
"PPP1R14B","Ppp1r14b",11,"babelgene","Combined_R",TRUE
"PPP1R15A","Ppp1r15a",12,"babelgene","Combined_R",TRUE
"PPP1R15B","Ppp1r15b",11,"babelgene","Combined_R",TRUE
"PPP1R18","Ppp1r18",12,"babelgene","Combined_R",TRUE
"PPP1R2","Ppp1r2",8,"babelgene","Combined_R",TRUE
"PPP1R3F","Ppp1r3f",12,"babelgene","Combined_R",TRUE
"PPP2R1A","Ppp2r1a",12,"babelgene","Combined_R",TRUE
"PPP2R5C","Ppp2r5c",11,"babelgene","Combined_R",TRUE
"PPP3CA","Ppp3ca",12,"babelgene","Combined_R",TRUE
"PPP4C","Ppp4c",12,"babelgene","Combined_R",TRUE
"PRAM1","Pram1",10,"babelgene","Combined_R",TRUE
"PRCD","Prcd",5,"babelgene","Combined_R",TRUE
"PRDM1","Prdm1",12,"babelgene","Combined_R",TRUE
"PRDX1","Prdx1",12,"babelgene","Combined_R",TRUE
"PRDX2","Prdx2",11,"babelgene","Combined_R",TRUE
"PRDX3","Prdx3",12,"babelgene","Combined_R",TRUE
"PRDX5","Prdx5",11,"babelgene","Combined_R",TRUE
"PRDX6","Prdx6",10,"babelgene","Combined_R",TRUE
"PREB","Preb",12,"babelgene","Combined_R",TRUE
"PRF1","Prf1",12,"babelgene","Combined_R",TRUE
"PRKAR1A","Prkar1a",11,"babelgene","Combined_R",TRUE
"PRKCH","Prkch",10,"babelgene","Combined_R",TRUE
"PRNP","Prnp",11,"babelgene","Combined_R",TRUE
"PRPF31","Prpf31",11,"babelgene","Combined_R",TRUE
"PRPF38A","Prpf38a",12,"babelgene","Combined_R",TRUE
"PRPF6","Prpf6",12,"babelgene","Combined_R",TRUE
"PRR13","Prr13",5,"babelgene","Combined_R",TRUE
"PRR16","Prr16",12,"babelgene","Combined_R",TRUE
"PRR5","Prr5",12,"babelgene","Combined_R",TRUE
"PRR5-ARHGAP8","Arhgap8",4,"babelgene","Combined_R",TRUE
"PRR5L","Prr5l",12,"babelgene","Combined_R",TRUE
"PRRG2","Prrg2",10,"babelgene","Combined_R",TRUE
"PSIP1","Psip1",12,"babelgene","Combined_R",TRUE
"PSMA3","Psma3",11,"babelgene","Combined_R",TRUE
"PSMA4","Psma4",12,"babelgene","Combined_R",TRUE
"PSMA5","Psma5",12,"babelgene","Combined_R",TRUE
"PSMA6","Psma6",12,"babelgene","Combined_R",TRUE
"PSMB1","Psmb1",12,"babelgene","Combined_R",TRUE
"PSMB10","Psmb10",12,"babelgene","Combined_R",TRUE
"PSMB2","Psmb2",12,"babelgene","Combined_R",TRUE
"PSMB5","Psmb5",12,"babelgene","Combined_R",TRUE
"PSMB6","Psmb6",12,"babelgene","Combined_R",TRUE
"PSMB8","Psmb8",12,"babelgene","Combined_R",TRUE
"PSMB9","Psmb9",11,"babelgene","Combined_R",TRUE
"PSMC1","Psmc1",12,"babelgene","Combined_R",TRUE
"PSMC2","Psmc2",11,"babelgene","Combined_R",TRUE
"PSMC3","Psmc3",11,"babelgene","Combined_R",TRUE
"PSMC4","Psmc4",11,"babelgene","Combined_R",TRUE
"PSMC5","Psmc5",12,"babelgene","Combined_R",TRUE
"PSMC6","Psmc6",12,"babelgene","Combined_R",TRUE
"PSMD1","Psmd1",12,"babelgene","Combined_R",TRUE
"PSMD11","Psmd11",12,"babelgene","Combined_R",TRUE
"PSMD13","Psmd13",11,"babelgene","Combined_R",TRUE
"PSMD2","Psmd2",11,"babelgene","Combined_R",TRUE
"PSMD3","Psmd3",11,"babelgene","Combined_R",TRUE
"PSMD4","Psmd4",12,"babelgene","Combined_R",TRUE
"PSMD6","Psmd6",12,"babelgene","Combined_R",TRUE
"PSMD7","Psmd7",11,"babelgene","Combined_R",TRUE
"PSMD8","Psmd8",12,"babelgene","Combined_R",TRUE
"PSME1","Psme1",11,"babelgene","Combined_R",TRUE
"PSME2","Psme2",11,"babelgene","Combined_R",TRUE
"PSME3","Psme3",12,"babelgene","Combined_R",TRUE
"PSMF1","Psmf1",12,"babelgene","Combined_R",TRUE
"PSMG2","Psmg2",11,"babelgene","Combined_R",TRUE
"PTGER4","Ptger4",12,"babelgene","Combined_R",TRUE
"PTGES3","Ptges3",12,"babelgene","Combined_R",TRUE
"PTMS","Ptms",6,"babelgene","Combined_R",TRUE
"PTOV1","Ptov1",12,"babelgene","Combined_R",TRUE
"PTP4A1","Ptp4a1",5,"babelgene","Combined_R",TRUE
"PTPN22","Ptpn22",12,"babelgene","Combined_R",TRUE
"PTPN6","Ptpn6",11,"babelgene","Combined_R",TRUE
"PTPN7","Ptpn7",12,"babelgene","Combined_R",TRUE
"PTPRCAP","Ptprcap",11,"babelgene","Combined_R",TRUE
"PTPRD","Ptprd",10,"babelgene","Combined_R",TRUE
"PTPRN2","Ptprn2",11,"babelgene","Combined_R",TRUE
"PTTG2","Pttg1",7,"babelgene","Combined_R",TRUE
"PUF60","Puf60",12,"babelgene","Combined_R",TRUE
"PWP1","Pwp1",12,"babelgene","Combined_R",TRUE
"PYGO1","Pygo1",12,"babelgene","Combined_R",TRUE
"PYHIN1","Ifi205",4,"babelgene","Combined_R",FALSE
"PYURF","Pyurf",11,"babelgene","Combined_R",FALSE
"RAB11A","Rab11a",11,"babelgene","Combined_R",TRUE
"RAB11FIP1","Rab11fip1",10,"babelgene","Combined_R",TRUE
"RAB1B","Rab1b",11,"babelgene","Combined_R",TRUE
"RAB21","Rab21",11,"babelgene","Combined_R",TRUE
"RAB27A","Rab27a",12,"babelgene","Combined_R",TRUE
"RAB9A","Rab9",12,"babelgene","Combined_R",TRUE
"RABAC1","Rabac1",12,"babelgene","Combined_R",TRUE
"RABGAP1L","Rabgap1l",11,"babelgene","Combined_R",TRUE
"RABIF","Rabif",12,"babelgene","Combined_R",TRUE
"RABL3","Rabl3",12,"babelgene","Combined_R",TRUE
"RAC2","Rac2",12,"babelgene","Combined_R",TRUE
"RAD23A","Rad23a",12,"babelgene","Combined_R",TRUE
"RALA","Rala",12,"babelgene","Combined_R",TRUE
"RALGAPA1","Ralgapa1",12,"babelgene","Combined_R",TRUE
"RALY","Raly",11,"babelgene","Combined_R",TRUE
"RALYL","Ralyl",11,"babelgene","Combined_R",TRUE
"RAN","Ran",11,"babelgene","Combined_R",TRUE
"RANGAP1","Rangap1",11,"babelgene","Combined_R",TRUE
"RARA","Rara",12,"babelgene","Combined_R",TRUE
"RASAL3","Rasal3",10,"babelgene","Combined_R",TRUE
"RASGEF1A","Rasgef1a",11,"babelgene","Combined_R",TRUE
"RASGEF1B","Rasgef1b",11,"babelgene","Combined_R",TRUE
"RASGRP1","Rasgrp1",12,"babelgene","Combined_R",TRUE
"RASGRP2","Rasgrp2",12,"babelgene","Combined_R",TRUE
"RASSF1","Rassf1",12,"babelgene","Combined_R",TRUE
"RASSF3","Rassf3",12,"babelgene","Combined_R",TRUE
"RBBP4","Rbbp4",11,"babelgene","Combined_R",TRUE
"RBBP7","Rbbp7",12,"babelgene","Combined_R",TRUE
"RBFOX1","Rbfox1",12,"babelgene","Combined_R",TRUE
"RBM3","Rbm3",11,"babelgene","Combined_R",TRUE
"RBM38","Rbm38",12,"babelgene","Combined_R",TRUE
"RBM42","Rbm42",11,"babelgene","Combined_R",TRUE
"RBM5","Rbm5",12,"babelgene","Combined_R",TRUE
"RBMS1","Rbms1",12,"babelgene","Combined_R",TRUE
"RBMY1E","Gm3376",4,"babelgene","Combined_R",FALSE
"RBPJ","Rbpj",11,"babelgene","Combined_R",TRUE
"RBX1","Rbx1",11,"babelgene","Combined_R",TRUE
"RCSD1","Rcsd1",12,"babelgene","Combined_R",TRUE
"RDH11","Rdh11",11,"babelgene","Combined_R",TRUE
"REEP5","Reep5",12,"babelgene","Combined_R",TRUE
"REL","Rel",12,"babelgene","Combined_R",TRUE
"RELB","Relb",11,"babelgene","Combined_R",TRUE
"RER1","Rer1",12,"babelgene","Combined_R",TRUE
"REST","Rest",10,"babelgene","Combined_R",TRUE
"RFTN1","Rftn1",12,"babelgene","Combined_R",TRUE
"RGCC","Rgcc",12,"babelgene","Combined_R",TRUE
"RGS1","Rgs1",12,"babelgene","Combined_R",TRUE
"RGS2","Rgs2",12,"babelgene","Combined_R",TRUE
"RGS7","Rgs7",11,"babelgene","Combined_R",TRUE
"RGS8","Rgs8",12,"babelgene","Combined_R",TRUE
"RGS9","Rgs9",11,"babelgene","Combined_R",TRUE
"RHBDD2","Rhbdd2",11,"babelgene","Combined_R",TRUE
"RHEB","Rheb",12,"babelgene","Combined_R",TRUE
"RHOB","Rhob",12,"babelgene","Combined_R",TRUE
"RIC8A","Ric8a",12,"babelgene","Combined_R",TRUE
"RIN3","Rin3",11,"babelgene","Combined_R",TRUE
"RNASEH2C","Rnaseh2c",12,"babelgene","Combined_R",TRUE
"RNASET2","Rnaset2a",10,"babelgene","Combined_R",TRUE
"RNF114","Rnf114",12,"babelgene","Combined_R",TRUE
"RNF138","Rnf138",11,"babelgene","Combined_R",TRUE
"RNF139","Rnf139",12,"babelgene","Combined_R",TRUE
"RNF145","Rnf145",12,"babelgene","Combined_R",TRUE
"RNF181","Rnf181",10,"babelgene","Combined_R",TRUE
"RNF187","Rnf187",8,"babelgene","Combined_R",TRUE
"RNF19A","Rnf19a",12,"babelgene","Combined_R",TRUE
"RNF213","Rnf213",10,"babelgene","Combined_R",TRUE
"RNF43","Rnf43",12,"babelgene","Combined_R",TRUE
"RNH1","Rnh1",10,"babelgene","Combined_R",TRUE
"RNMT","Rnmt",12,"babelgene","Combined_R",TRUE
"RNPS1","Rnps1",11,"babelgene","Combined_R",TRUE
"ROMO1","Romo1",12,"babelgene","Combined_R",TRUE
"RORA","Rora",12,"babelgene","Combined_R",TRUE
"RORC","Rorc",12,"babelgene","Combined_R",TRUE
"RPP38","Rpp38",12,"babelgene","Combined_R",TRUE
"RRAGA","Rraga",11,"babelgene","Combined_R",TRUE
"RRP7A","Rrp7a",12,"babelgene","Combined_R",TRUE
"RSRC2","Rsrc2",9,"babelgene","Combined_R",TRUE
"RTCB","Rtcb",12,"babelgene","Combined_R",TRUE
"RTF1","Rtf1",10,"babelgene","Combined_R",TRUE
"S100A10","S100a10",12,"babelgene","Combined_R",TRUE
"S100A11","S100a11",11,"babelgene","Combined_R",TRUE
"S100A4","S100a4",11,"babelgene","Combined_R",TRUE
"S1PR4","S1pr4",12,"babelgene","Combined_R",TRUE
"SAFB","Safb",12,"babelgene","Combined_R",TRUE
"SAMM50","Samm50",11,"babelgene","Combined_R",TRUE
"SAMSN1","Samsn1",10,"babelgene","Combined_R",TRUE
"SAP18","Sap18",11,"babelgene","Combined_R",TRUE
"SAP30","Sap30",12,"babelgene","Combined_R",TRUE
"SAP30BP","Sap30bp",12,"babelgene","Combined_R",TRUE
"SAR1B","Sar1b",12,"babelgene","Combined_R",TRUE
"SARAF","Saraf",12,"babelgene","Combined_R",TRUE
"SASH3","Sash3",12,"babelgene","Combined_R",TRUE
"SAT1","Sat1",11,"babelgene","Combined_R",TRUE
"SATB1","Satb1",11,"babelgene","Combined_R",TRUE
"SBDS","Sbds",12,"babelgene","Combined_R",TRUE
"SCAF11","Scaf11",11,"babelgene","Combined_R",TRUE
"SCAMP2","Scamp2",12,"babelgene","Combined_R",TRUE
"SCAMP3","Scamp3",10,"babelgene","Combined_R",TRUE
"SCAND1","Scand1",10,"babelgene","Combined_R",TRUE
"SCML4","Scml4",12,"babelgene","Combined_R",TRUE
"SCNM1","Scnm1",8,"babelgene","Combined_R",TRUE
"SDAD1","Sdad1",12,"babelgene","Combined_R",TRUE
"SDCBP","Sdcbp",12,"babelgene","Combined_R",TRUE
"SDF2","Sdf2",11,"babelgene","Combined_R",TRUE
"SDF4","Sdf4",12,"babelgene","Combined_R",TRUE
"SDHC","Sdhc",12,"babelgene","Combined_R",TRUE
"SDK2","Sdk2",12,"babelgene","Combined_R",TRUE
"SEC11A","Sec11a",10,"babelgene","Combined_R",TRUE
"SEC11C","Sec11c",12,"babelgene","Combined_R",TRUE
"SEC13","Sec13",12,"babelgene","Combined_R",TRUE
"SEC14L1","Sec14l1",11,"babelgene","Combined_R",TRUE
"SEC61A1","Sec61a1",12,"babelgene","Combined_R",TRUE
"SEC61B","Sec61b",9,"babelgene","Combined_R",TRUE
"SEC61G","Sec61g",12,"babelgene","Combined_R",TRUE
"SEC62","Sec62",11,"babelgene","Combined_R",TRUE
"SECISBP2L","Secisbp2l",12,"babelgene","Combined_R",TRUE
"SELL","Sell",12,"babelgene","Combined_R",TRUE
"SERF2","Serf2",8,"babelgene","Combined_R",TRUE
"SERINC3","Serinc3",11,"babelgene","Combined_R",TRUE
"SERINC5","Serinc5",11,"babelgene","Combined_R",TRUE
"SERP1","Serp1",12,"babelgene","Combined_R",TRUE
"SERPINB1","Serpinb1a",11,"babelgene","Combined_R",TRUE
"SERPINB9","Serpinb9",11,"babelgene","Combined_R",TRUE
"SERPINF1","Serpinf1",12,"babelgene","Combined_R",TRUE
"SERPINH1","Serpinh1",11,"babelgene","Combined_R",FALSE
"SERTAD1","Sertad1",12,"babelgene","Combined_R",TRUE
"SESN3","Sesn3",12,"babelgene","Combined_R",TRUE
"SETD2","Setd2",11,"babelgene","Combined_R",TRUE
"SF1","Sf1",10,"babelgene","Combined_R",TRUE
"SF3A1","Sf3a1",12,"babelgene","Combined_R",TRUE
"SF3A3","Sf3a3",12,"babelgene","Combined_R",TRUE
"SF3B2","Sf3b2",12,"babelgene","Combined_R",TRUE
"SF3B3","Sf3b3",12,"babelgene","Combined_R",TRUE
"SF3B4","Sf3b4",12,"babelgene","Combined_R",TRUE
"SF3B6","Sf3b6",12,"babelgene","Combined_R",TRUE
"SFMBT2","Sfmbt2",11,"babelgene","Combined_R",TRUE
